0, 1, 0, 86, 3, 1, 3, 1, 2, 3, 1, 1,0 , 3, 05db9164, 0468d672, c725873a, d0189e5a, 25c83c98, fbad5c96, 2e62d414, 0b153874, a73ee510, fa303997, 258875ea, 49fee879, dcc8f90a, 1adce6ef, bcdada2d, 3b87fa92, d4bb7bd8, 124c6b00, 21ddcdc9, 5840adea, d90f665b,0 , 32c7478e, 6c1cdd05, ea9a246c, 4e7af834
1,0 , -1,0 ,0 ,0 , 82, 0, 0, 17,0 , 0,0 ,0 , 87552397, 38a947a1, 079ba3bd, c2f69f8f, 4cf72387, 6f6d9be8, d0bdaa98, 0b153874, 7cc72ec2, 3b08e48b, dd6fc8cb, 9552058e, ebd756bd, cfef1c29, d9aadc4f, 27ad582a, 2005abd1, d0505ef3,0 ,0 , f387e815,0 , 32c7478e, d43818d8,0 , 
0, 1, 1, 12, 18, 34, 23, 1, 19, 18, 1, 1,0 , 18, 1a5f926e, 4f25e98b, 6a8a1217, 14bfebf4, 4cf72387, 7e0ccccf, e0386b63, 0b153874, a73ee510, 6a69ea7f, 371dae82, 5b355b50, 18fc2b1e, 8ceecbc8, f27e752d, 0ded9094, d4bb7bd8, bc5a0ff7, 9437f62f, a458ea53, 831d5286,0 , dbb486d7, 9e9a60e4, 001f3601, 8ed8cc23
1, 0, 66, 4, 0, 10627, 1989, 3, 5, 490, 0, 2,0 , 3, 05db9164, 76c475b1, 6dace5b6, 859c2873, 25c83c98, 7e0ccccf, 95bb412b, 0b153874, a73ee510, 7f518378, ec2b795a, d17f38c6, a5975b1d, 07d13a8f, d15f4d76, 12e66851, e5ba7672, ae09efbe,0 ,0 , 0fabec7d, ad3062eb, c7dc6720, c4803cb9,0 , 
0,0 , 23, 27, 1, 6039,0 , 0, 1, 1,0 , 0, 0, 1, 05db9164, 78ccd99e, 892fc718, fd143ae6, 25c83c98,0 , 81f7f73c, 0b153874, a73ee510, ebcc4ac8, 6263d404, 94235c77, aa1eb12e, 1adce6ef, b00d57a8, c00ab85b, 07c540c4, e7e991cb, 04de9d96, 5840adea, abec5c93,0 , 32c7478e, 1d987843, e8b83407, 69134261
0,0 , 358, 3, 7, 41856,0 ,0 , 13,0 ,0 ,0 ,0 , 12, 5a9ed9b0, d833535f, d032c263, c18be181, 25c83c98, fbad5c96, 8c5faa99, 51d76abe, a73ee510, 8f64a122, d79bad49, dfbb09fb, 9f792ab2, 07d13a8f, 827fae3a, 84898b2a, d4bb7bd8, 42a2edb9,0 ,0 , 0014c32a,0 , 32c7478e, 3b183c5c,0 , 
1, 0, 77, 4, 8, 1, 221, 3, 4, 693, 0, 2,0 , 0, 5a9ed9b0, 403ea497, 2cbec47f, 3e2bfbda, f281d2a7, fe6b92e5, cd98cc3d, 37e4aa92, a73ee510, 493b74f2, 4be3b87a, 21a23bfe, b72482f5, b28479f6, 91f74a64, 587267a3, e5ba7672, a78bd508, 21ddcdc9, 5840adea, c2a93b37, 78e2e389, 32c7478e, 1793a828, e8b83407, 2fede552
0,0 , 1,0 ,0 , 12072, 70, 9, 1, 77,0 , 1, 0,0 , 05db9164, 80e26c9b, a038a68f, 137a5e26, 25c83c98, 7e0ccccf, 4b219154, 5b392875, a73ee510, 3e07d661, f25fe7e9, 5d6710f9, dd183b4c, 64c94865, df97efd0, 23aaa42f, 8efede7f, f54016b9, 21ddcdc9, a458ea53, ba566b0e,0 , 32c7478e, 1793a828, e8b83407, 74e8755f
0, 0, 1, 2,0 , 5195, 240, 1, 13, 86, 0, 1,0 ,0 , 39af2607, 4f25e98b, 11cb9de2, bd57e74b, 384874ce, 7e0ccccf, 51f248f7, 5b392875, a73ee510, 3b08e48b, 753571c7, 60a7fc59, afd04e3a, b28479f6, 8ab5b746, 2feba56b, d4bb7bd8, 7ef5affa, 49463d54, a458ea53, 4b76989d, c9d4222a, 32c7478e, 3fdb382b, e8b83407, 49d68486
0, 0, 1, 41, 6, 220, 90, 11, 30, 251, 0, 3,0 , 25, 87773c45, ea3a5818, b5a6f560, f4cf3bdc, 307e775a, fbad5c96, b0eae64e, 5b392875, a73ee510, 3b08e48b, 18783374, 23047208, 78ef55d4, b28479f6, 0a069322, 0a365d68, e5ba7672, a1d0cc4f, edb3d180, b1252a9d, 890ec8ba,0 , 32c7478e, 3fdb382b, 1575c75f, 49d68486
0, 0, 0,0 , 1, 21627,0 , 0, 6, 13, 0, 0,0 , 1, 05db9164, f9875f50, 4d3cbd76, 1a55b47b, 25c83c98,0 , 0123fa59, 5b392875, 7cc72ec2, b6168da6, f1f039ef, ac6820fe, 60d930f7, 1adce6ef, 190b6e64, bd7b8828, d4bb7bd8, 9a246a3d, 8aff387f, 5840adea, 8316999f,0 , 32c7478e, 0acbced6, e8b83407, 8e63e212
0, 0, 76, 1, 5, 3055, 128, 17, 17, 266, 0, 6, 0, 6, 05db9164, 3df44d94, d032c263, c18be181, 4cf72387, fe6b92e5, ccac429f, 0b153874, a73ee510, 0022e234, 9166ec18, dfbb09fb, e392d05d, b28479f6, e0052e65, 84898b2a, e5ba7672, e7648a8f,0 ,0 , 0014c32a,0 , 32c7478e, 3b183c5c,0 , 
0,0 , -1,0 ,0 , 4668, 3, 2, 1, 3,0 , 2,0 ,0 , be589b51, b7ca2abd, ee96fc95, 68ad052c, f3474129, 13718bbd, d385ea68, 1f89b562, a73ee510, 3b08e48b, 7940fc2a, ce875433, 00e20e7b, 64c94865, 5f2d5a3a, 5f92b84a, 07c540c4, 4771e483,0 ,0 , 95b757a6,0 , 3a171ecb, 41be4766,0 , 
0,0 , 34, 102, 7, 2914,0 , 0, 7, 8,0 , 0,0 , 7, 05db9164, 09e68b86, 47870aae, be8f4152, 25c83c98,0 , a83dddd8, 64523cfa, a73ee510, 3b08e48b, 553703e8, 8e40d7b8, 18458a54, b28479f6, 52baadf5, 23a814b5, 1e88c74f, 5aed7436, 55dd3565, b1252a9d, 1418084a,0 , 32c7478e, 3fdb382b, e8b83407, 49d68486
0,0 , 22, 17, 15, 30718, 493, 0, 16, 88,0 , 0,0 , 15, 87773c45, 0a519c5c, 77f2f2e5, d16679b9, 4cf72387, 7e0ccccf, d469d881, 8bedcc53, a73ee510, 3b08e48b, b99e9d9c, 9f32b866, b5f7ce2d, b28479f6, b760dcb7, 31ca40b6, d4bb7bd8, 2efa89c6,0 ,0 , dfcfc3fa,0 , be7c41b4, aee52b6f,0 , 
0, 1, -1, 1,0 , 180, 22, 17, 23, 247, 1, 5,0 ,0 , 05db9164, 4f25e98b, 50cdb07f, b7ef7de7, 25c83c98, 7e0ccccf, df5c2d18, 0b153874, a73ee510, 233e3a0c, a7b606c4, 013ad2a6, eae197fd, 07d13a8f, dfab705f, 3e1d87f6, e5ba7672, 7ef5affa, 1c2a036d, a458ea53, dfa3674f,0 , c7dc6720, 3fdb382b, 010f6491, 9569c251
1, 44, 1, 12, 8, 21, 4, 484, 14, 36, 3, 26,0 , 4, 05db9164, 89ddfee8, 60ee7d62, aed90f07, 25c83c98, 7e0ccccf, 1c86e0eb, 0b153874, a73ee510, def73115, 755e4a50, 2e2e9136, 5978055e, b28479f6, 25753fb1, 7b0ea144, e5ba7672, 5bb2ec8e, 1bd5359f, a458ea53, 56883788, ad3062eb, 32c7478e, 6fdd5fba, f0f449dd, c726bbf8
1,0 , 1, 1, 4, 580,0 , 0, 6, 5,0 , 0,0 , 5, 5fec1b1a, d833535f, 02cf9876, c18be181, 25c83c98, 7e0ccccf, 28acc02a, 0b153874, a73ee510, 4681f55a, f5a125f1, 8fe001f4, 095af3d6, b28479f6, e2502ec9, 36103458, e5ba7672, 42a2edb9,0 ,0 , e587c466,0 , 3a171ecb, 3b183c5c,0 , 
0,0 , 0, 2, 0, 8,0 , 0, 6, 0,0 , 0,0 , 0, 05db9164, 5368c225, e22844b2, fadd820a, 25c83c98, 7e0ccccf, 8c2fedb1, 1f89b562, a73ee510, 3b08e48b, af763b4c, 2a4ef823, d90d259c, cfef1c29, ddcd2653, eaead249, 776ce399, 06762f0b,0 ,0 , 71e3dba8,0 , b264a060, 2cb8e5cc,0 , 
0, 0, 35, 2, 4, 1186, 13, 1, 4, 4, 0, 1, 0, 4, 87552397, 8084ee93, d032c263, c18be181, 25c83c98, 7e0ccccf, 3aaa5b43, 0b153874, a73ee510, 3b08e48b, 5298a972, dfbb09fb, 96fa211f, b28479f6, b2ff8c6b, 84898b2a, 3486227d, 52e44668,0 ,0 , 0014c32a,0 , 3a171ecb, 3b183c5c,0 , 
0,0 , 34, 76, 3, 37543, 1510, 2, 3, 32,0 , 0,0 , 3, 05db9164, b56822db, 7da86e4b, b733e495, 25c83c98, fe6b92e5, 1adfa886, 5b392875, 7cc72ec2, 1ce1e29d, 4a1677bb, ed397d6b, ab2497dc, b28479f6, a9d1ba1a, 056d8866, e5ba7672, 38dce391, 21ddcdc9, b1252a9d, deaf6b52, c9d4222a, 3a171ecb, d9556584, 001f3601, 6c27a535
0,0 , 57, 6, 6, 31887,0 , 0, 7, 12,0 , 0,0 , 6, 05db9164, 4c2bc594, d032c263, c18be181, 30903e74, 7e0ccccf, 8e697795, 1f89b562, a73ee510, f02d9e12, e8d690e8, dfbb09fb, 02e4b2e5, 8ceecbc8, 7ac43a46, 84898b2a, e5ba7672, bc48b783,0 ,0 , 0014c32a,0 , 3a171ecb, 3b183c5c,0 , 
1,0 , 0,0 ,0 , 32292, 84, 0, 0, 33,0 , 0,0 ,0 , 68fd1e64, a8da270e, 867941a2, fadd72e4, 25c83c98,0 , 4b3c7cfe, 0b153874, 7cc72ec2, ce338497, 8b94178b, 080e130c, 025225f2, b28479f6, f238735a, 735c5b2e, 07c540c4, 566137f4,0 ,0 , de4afb50,0 , 32c7478e, 8cdd8b87,0 , 
0,0 , 1, 18, 3, 53471,0 , 0, 4, 1,0 , 0,0 , 4, 68fd1e64, 38a947a1, a0cb674e, f492df10, 25c83c98, 7e0ccccf, caa2ce1b, 5b392875, 7cc72ec2, 3b08e48b, 45ca0a69, 14bd9b7d, 17bb51e8, 07d13a8f, 4290cfe5, 22a007f1, 776ce399, b2e570f5,0 ,0 , 6dce52d1,0 , 3a171ecb, 4904c5a1,0 , 
0,0 , 1, 23, 2, 37916, 31, 3, 7, 26,0 , 1,0 , 3, 05db9164, ef69887a, 9926d181, 8b365492, 25c83c98, fe6b92e5, d40710f9, 37e4aa92, a73ee510, 3b08e48b, 6e067112, a58d640a, a107e633, 07d13a8f, b98be2c0, 2493ddbc, 07c540c4, 4bcc9449, 4114b273, 5840adea, b59f527b,0 , 32c7478e, b67cb69d, e8b83407, c9afef22
0, 1, 0, 7, 7, 126, 7, 1, 7, 7, 1, 1,0 , 7, 68fd1e64, 0468d672, fff95cb4, 039346f1, 25c83c98, 7e0ccccf, 81bb0302, 0b153874, a73ee510, ff05c3fb, b7094596, e5b09bf6, 1f9d2c38, b28479f6, 234191d3, c737b3d4, d4bb7bd8, 9880032b, 21ddcdc9, 5840adea, 38d14678,0 , 32c7478e, 37cc789e, ea9a246c, 1c57d70a
1,0 , 25, 7, 4, 4669,0 , 0, 16, 41,0 , 0,0 , 4, 5a9ed9b0, 06174070, e74ea3bf, b0ed6de7, 384874ce,0 , 50631f06, 7b6fecd5, a73ee510, 8a176218, f25fe7e9, 1e5bcb5d, dd183b4c, b28479f6, 62615981, 658a84f7, 07c540c4, 836a11e3, a34d2cf6, 5840adea, 6569e54b,0 , 32c7478e, 1793a828, e8b83407, fa3124de
0, 2, 5, 2, 3, 613, 30, 2, 41, 40, 1, 1,0 , 3, 05db9164, 4c2bc594, d032c263, c18be181, 30903e74, fbad5c96, d385ea68, 0b153874, a73ee510, 3b08e48b, 7940fc2a, dfbb09fb, 00e20e7b, 8ceecbc8, 7ac43a46, 84898b2a, 07c540c4, bc48b783,0 ,0 , 0014c32a,0 , 55dd3565, 3b183c5c,0 , 
0,0 , 47, 2, 2, 6230, 27, 45, 2, 24,0 , 1, 2, 2, 09ca0b81, e3ce8d54, 2ca73647, 8e6c17b2, 25c83c98, 3bf701e7, 7195046d, 5b392875, a73ee510, cbf93977, 4d8549da, e4e111a1, 51b97b8f, d2dfe871, 4b0401e8, a6a6ad50, 27c07bd6, d9942b4c,0 ,0 , 3796b028,0 , 3a171ecb, e47759f6,0 , 
0, 0, 45, 4, 3, 12124,0 , 0, 18, 6, 0, 0, 0, 3, 05db9164, 4c2bc594, d032c263, c18be181, 25c83c98, 7e0ccccf, ff603454, 37e4aa92, a73ee510, 36bdedca, 1cba690a, dfbb09fb, 1d0f2da8, 8ceecbc8, 7ac43a46, 84898b2a, 27c07bd6, bc48b783,0 ,0 , 0014c32a, c9d4222a, 32c7478e, 3b183c5c,0 , 
0, 4, 9, 1, 3, 2,0 , 0, 7, 0, 1, 0,0 , 0, 68fd1e64, d833535f, 02cf9876, c18be181, 25c83c98, fbad5c96, 83a81c7c, 1f89b562, a73ee510, 82df227a, e1fb71c4, 8fe001f4, c1d8cef1, cfef1c29, 040981c2, 36103458, 07c540c4, 42a2edb9,0 ,0 , e587c466,0 , 32c7478e, 3b183c5c,0 , 
0,0 , 45, 9,0 , 71275, 491, 0, 0, 25,0 , 0,0 ,0 , 05db9164, 95e2d337, f715d8cc, 7c15fa92, 43b19349, 7e0ccccf, 3562f8da, 0b153874, 7cc72ec2, 3b08e48b, 8bc6ab4e, b9bee1c2, 6205d58a, 1adce6ef, 6c2fcd3f, 498519e1, e5ba7672, 1a9f6745, 72bdebf3, 5840adea, 71b9f31a,0 , 32c7478e, cf9f8644, 2bf691b1, 00cd7c8a
1,0 , 31, 2,0 , 40294,0 , 0, 1, 6,0 , 0,0 ,0 , 05db9164, 80e26c9b, 6ff4cd62, 92aca16b, 25c83c98, 7e0ccccf, 50b436c9, 5b392875, a73ee510, 84fbca29, a0a5e9d7, 27facf5d, ee79db7b, b28479f6, 4c1df281, 19424f7b, e5ba7672, f54016b9, 21ddcdc9, b1252a9d, 344b6b7b,0 , 32c7478e, 40fd5551, e8b83407, 35ffa070
0,0 , 45, 4, 9, 7705,0 , 0, 8, 89,0 , 0,0 , 9, 68fd1e64, 0a519c5c, b00d1501, d16679b9, 4cf72387, 7e0ccccf, e9e7564c, 5b392875, a73ee510, 3b08e48b, 7ca01a9d, e0d76380, 97d749c9, b28479f6, 7f6af6b0, 1203a270, 776ce399, eea3ab97,0 ,0 , 73d06dde, ad3062eb, 32c7478e, aee52b6f,0 , 
0, 0, 0,0 , 2, 36722,0 , 0, 7, 1, 0, 0,0 , 5, 05db9164, 8e4f887c, 8ec420dc, c1dcebcb, 4cf72387, fbad5c96, 0d3aae8d, 0b153874, a73ee510, 3b08e48b, e08d8d9c, 58dfbd0a, 1577a179, 07d13a8f, b4fc11b8, dcfea153, 07c540c4, 4b340164,0 ,0 , 6e245189,0 , 32c7478e, 21c9d296,0 , 
0,0 , 26, 1,0 ,0 ,0 ,0 , 6,0 ,0 ,0 ,0 ,0 , 885aeecb, d833535f, 51a1ba8e, 499ac831, 25c83c98, 7e0ccccf, 08383675, c8ddd494, 7cc72ec2, 3b08e48b, 727af3e2, 34645d5b, 49fe3d4e, 07d13a8f, 943169c2, 6a841a1b, 2005abd1, 281769c2,0 ,0 , 9cfdbc70,0 , be7c41b4, aee52b6f,0 , 
0, 0, 5, 13, 7, 1792, 10, 17, 15, 10, 0, 4, 1, 9, a4ec6166, 4f25e98b, 1308f395, 9bebbb37, 25c83c98,0 , 2e8a689b, 0b153874, a73ee510, efea433b, e51ddf94, 1bafb2bd, 3516f6e6, 07d13a8f, dfab705f, b9750c83, 3486227d, 7ef5affa, 5d097c5a, a458ea53, d6378fe5,0 , 32c7478e, 1172291f, 001f3601, 6700f0d1
0,0 , 1, 2, 2, 642,0 , 0, 23, 2,0 , 0,0 , 2, 68fd1e64, ad4527a2, c02372d0, d34ebbaa, 25c83c98, fe6b92e5, a6950954, 0b153874, a73ee510, 3b08e48b, 149238ed, 14d63538, decd9980, 07d13a8f, f9d1382e, b00d3dc9, 776ce399, cdfa8259,0 ,0 , 20062612, c9d4222a, be7c41b4, 1b256e61,0 , 
0,0 , 33, 1, 1,0 ,0 , 0, 1, 1,0 , 0,0 , 1, 05db9164, 5dac953d, d032c263, c18be181, 4cf72387, 7e0ccccf, d0bdaa98, 0b153874, 7cc72ec2, 3b08e48b, dd6fc8cb, dfbb09fb, ebd756bd, cfef1c29, 2b982426, 84898b2a, 2005abd1, 3d8fdbaf,0 ,0 , 0014c32a, ad3062eb, 32c7478e, 3b183c5c,0 , 
0, 4, 2,0 , 13, 11, 8, 32, 12, 345, 1, 6,0 , 8, 5bfa8ab5, 2c16a946, 35f6a168, 64712dc5, 25c83c98, 7e0ccccf, 38eb9cf4, 062b5529, a73ee510, e9995d97, 7f8ffe57, 09c4b194, 46f42a63, 07d13a8f, 18231224, d0fa1f39, e5ba7672, 74ef3502,0 ,0 , 4ef580ea,0 , 32c7478e, 9117a34a,0 , 
0, 1, 390, 1, 3, 31, 7, 1, 3, 3, 1, 1,0 , 1, 5a9ed9b0, 38a947a1, bdec0e5d, 3e899880, 43b19349, 13718bbd, 57b4bd89, 5b392875, a73ee510, 3b08e48b, 71fd20d9, b2526fea, ddd66ce1, cfef1c29, 18dc3782, 5085ea22, 776ce399, 47ecd034,0 ,0 , 1718ad45,0 , 3a171ecb, afe9396a,0 , 
0, 4, 29, 58, 34, 1, 3, 11, 35, 139, 1, 2, 0, 2, 87552397, 38d50e09, b8c76b6a, 6928a114, 25c83c98, 7e0ccccf, cbfdf796, 0b153874, a73ee510, 6d7bbe0b, e52152c0, 48559d18, e2824235, b28479f6, 42b3012c, dbc53b65, e5ba7672, 582152eb, 21ddcdc9, 5840adea, a6434cd5,0 , 32c7478e, b7f4dcfb, 001f3601, 4e7af834
0, 0, 11, 3, 9, 1833, 228, 8, 9, 54, 0, 1, 0, 9, 5a9ed9b0, 2c16a946, 0890aca7, ec142e08, 25c83c98, fbad5c96, 8363bee7, 0b153874, a73ee510, efea433b, bf09be0e, 672a3bf9, 3516f6e6, b28479f6, 3628a186, 410c14ba, e5ba7672, e4ca448c,0 ,0 , 1521ff26,0 , 3a171ecb, 9117a34a,0 , 
0, 2, 8, 27, 12, 251, 80, 2, 43, 75, 2, 2,0 , 56, 287e684f, 38a947a1, 4470baf4, 8c8a4c47, 25c83c98, fbad5c96, 38eb9cf4, 0b153874, a73ee510, 4ce8f99f, 7f8ffe57, bb669e25, 46f42a63, b28479f6, 717db705, 2b2ce127, 07c540c4, ade68c22,0 ,0 , 2b796e4a,0 , 32c7478e, 8d365d3b,0 , 
0,0 , 1, 131, 6, 43253,0 , 0, 7, 16,0 , 0,0 , 6, 05db9164, 287130e0, 25c5f247, 08c4403f, 384874ce, fbad5c96, 281f38de, 5b392875, a73ee510, 3b08e48b, d220e79c, 10536ff9, b0bf1306, 07d13a8f, 10040656, 878192fe, 07c540c4, 891589e7, 6f3756eb, a458ea53, fd72cd8a,0 , c7dc6720, 3fdb382b, cb079c2d, 49d68486
0, 0, 0, 91, 19, 1543, 69, 5, 22, 105, 0, 2,0 , 19, 5a9ed9b0, 80e26c9b, ba1947d0, 85dd697c, 25c83c98, 7e0ccccf, 26a81064, 0b153874, a73ee510, dcbc7c2b, 9e511730, 34a238e0, 04e4a7e0, b28479f6, a785131a, da441c7e, e5ba7672, 005c6740, 21ddcdc9, 5840adea, 8717ea07,0 , 3a171ecb, 1793a828, e8b83407, 9904c656
0, 7, 3153, 4, 9, 31, 8, 7, 11, 11, 1, 1,0 , 0, 05db9164, 68b3edbf, b00d1501, d16679b9, 25c83c98, 7e0ccccf, ca4c27ef, 5b392875, a73ee510, 7ef432eb, 1bdc0607, e0d76380, 619a03e9, b28479f6, 12f48803, 1203a270, e5ba7672, cf1cde40,0 ,0 , 73d06dde, ad3062eb, bcdee96c, aee52b6f,0 , 
1, 3, 9,0 , 4, 385, 17, 3, 4, 4, 1, 1, 0, 4, 05db9164, b961056b, b3233d13, 06b1cf6e, 25c83c98, fbad5c96, 3300fcc8, 361384ce, a73ee510, a2c99899, 42a4fc1b, 765fb3ce, 9237b653, ab7390e9, 71a2035f, 20340c29, e5ba7672, 3ca4f8be,0 ,0 , ee140155,0 , 3a171ecb, 0ff91809,0 , 
0,0 , 783, 6, 4, 7132, 124, 1, 7, 88,0 , 1,0 , 4, 68fd1e64, ef69887a, e0d01cab, 9739363f, 4cf72387, fe6b92e5, e7a3c783, 0b153874, a73ee510, 22f136d5, c3516644, 65882f1b, 9f24464b, 1adce6ef, 9a0b5832, 56877d95, e5ba7672, 4bcc9449, d3ff1b16, b1252a9d, 826ce646,0 , 3a171ecb, 79f9cf1b, e8b83407, 9a7a203e
0, 3, 1, 4, 2, 14, 2, 3, 12, 12, 1, 1,0 , 2, 5bfa8ab5, 512fdf0c, d1e7b5d9, 5fd7e960, 25c83c98,0 , 86651165, 0b153874, a73ee510, 3b08e48b, 1bde707f, d8bf293a, 0159bf9f, 07d13a8f, aa322bcf, 8d422b7e, 07c540c4, fd3919f9, 21ddcdc9, 5840adea, 4a74c2f6,0 , 3a171ecb, 471f55fb, 724b04da, 84c60230
0,0 , 0, 4, 5, 3127, 55, 2, 0, 41,0 , 1,0 , 5, 8cf07265, db2905e6, c906fb15, 55cf9503, 25c83c98,0 , cf183e9d, 0b153874, a73ee510, 3b08e48b, c8f212db, 23f7905b, bc6149d4, 1adce6ef, 43da1ff4, 6596e6e9, d4bb7bd8, 385c471a, 21ddcdc9, 5840adea, ad789d5a,0 , 32c7478e, 9fb5b007, e8b83407, f379f550
0, 1, 3, 13, 10, 155, 10, 22, 10, 1553, 1, 8, 0, 10, 68fd1e64, 1cfdf714, e36b58d1, 1b1bbb94, 25c83c98, 7e0ccccf, ad17b5ad, 0b153874, a73ee510, f9065d00, 310e932c, 861cd7d5, 779f824b, 1adce6ef, f3002fbd, 93158e5d, 8efede7f, e88ffc9d, a9c2b5a9, b1252a9d, 3d5b709a,0 , 423fab69, 1793a828, cb079c2d, db3c44a5
1, 0, 1, 3, 2, 2868, 187, 1, 43, 204, 0, 1,0 , 3, 05db9164, d833535f, 77f2f2e5, d16679b9, 25c83c98, fbad5c96, ff6b8352, 0b153874, a73ee510, d3787b55, 15eced00, 9f32b866, bd251a95, 07d13a8f, 2e7bc615, 31ca40b6, d4bb7bd8, 7b49e3d2,0 ,0 , dfcfc3fa, ad3062eb, 32c7478e, aee52b6f,0 , 
0,0 , 2, 51, 28, 11491, 64, 1, 30, 64,0 , 1,0 , 29, 5a9ed9b0, c66fca21, e5c91205, 55d3b370, 25c83c98, fe6b92e5, 564c0fdf, 0b153874, a73ee510, 91080ab6, 511ec7f5, 7d92a4da, 9bbf3ee9, b28479f6, 5507c0e6, 0d990529, d4bb7bd8, 1304f63b, 21ddcdc9, b1252a9d, 326d79b2, ad3062eb, 32c7478e, 2d2ccfe8, 010f6491, 39b76061
0,0 , 1, 4, 11, 208,0 , 0, 25, 16,0 , 0,0 , 16, 291b7ba2, 207b2d81, f9c3faaf, ab3ce6db, 25c83c98, 7e0ccccf, 0c4fabc0, 1f89b562, a73ee510, 3b08e48b, 62750746, 0bb637ac, 48b975db, b28479f6, c6438ddb, 3d7b65bd, 07c540c4, fa0643ee, 21ddcdc9, a458ea53, fa1e2fc7,0 , be7c41b4, e9dbee29, 001f3601, f4d0c4b2
0,0 , 1, 2, 18, 7250,0 , 0, 21, 68,0 , 0,0 , 18, 17f69355, 04e09220, b1ecc6c4, 5dff9b29, f281d2a7, fbad5c96, 2a9761ba, 37e4aa92, a73ee510, 3b08e48b, 98096bae, 2436ff75, 692883b5, 07d13a8f, f6b23a53, f4ead43c, 776ce399, 6fc84bfb,0 ,0 , 4f1aa25f,0 , be7c41b4, ded4aac9,0 , 
0,0 , -1, 4, 0, 43456, 125, 0, 6, 101,0 , 0,0 , 4, 68fd1e64, 38a947a1, 6e54a70d, 6a14f9b9, 25c83c98, fbad5c96, fa44c4cf, 0b153874, 7cc72ec2, 0ada1061, 2b9f131d, a7fb9862, aca10c14, 07d13a8f, 89b076fc, f8b34416, e5ba7672, e5f8f18f,0 ,0 , f3ddd519, ad3062eb, 3a171ecb, b34f3128,0 , 
1, 3, 1, 5, 18, 406, 20, 3, 25, 28, 1, 1,0 , 18, 05db9164, 6887a43c, 9b792af9, 9c6d05a0, 25c83c98,0 , d8ba4ee9, 0b153874, a73ee510, 194d3c0d, 577ff050, 6532318c, b079c917, cfef1c29, 908c84c6, 2c9d222f, 07c540c4, 8f0f692f, 21ddcdc9, b1252a9d, cc6a9262,0 , 32c7478e, a5862ce8, 445bbe3b, 0b35b5e2
0, 62, 3, 1, 6, 1, 3, 76, 18, 22, 3, 5, 1, 3, ae82ea21, 4f25e98b, 534038a2, 96dc7a08, 25c83c98, 7e0ccccf, 20173f08, 5b392875, a73ee510, 3b08e48b, 0cb221d0, 38a7294e, ea18ebd8, 07d13a8f, 2f71ef4e, f036a5b6, 3486227d, 61f32b0a, 647e63d4, a458ea53, 1c7bb355,0 , 423fab69, 21c9d296, 001f3601, d5eed791
0,0 , 61,0 , 6, 3381, 42, 1, 5, 19,0 , 1,0 , 6, 05db9164, d833535f, 77f2f2e5, d16679b9, 25c83c98, 13718bbd, 36b21dc8, 0b153874, a73ee510, 4d303a13, 0f1fa8b8, 9f32b866, e4e9ce3a, b28479f6, a66dcf27, 31ca40b6, d4bb7bd8, 7b49e3d2,0 ,0 , dfcfc3fa,0 , 3a171ecb, aee52b6f,0 , 
0, 1, 0, 468, 20, 43, 20, 13, 47, 412, 1, 6,0 , 20, 05db9164, 58e67aaf, 814a9e19, 650cc93b, 25c83c98, 7e0ccccf, a61aeaec, 5b392875, a73ee510, e058d4a3, 17586bd8, 33b83378, 4c9ff09f, 1adce6ef, d002b6d9, db2d4359, e5ba7672, c21c3e4c, 1d04f4a4, b1252a9d, 1a0fc4bc,0 , 423fab69, 3fdb382b, 9b3e8820, 49d68486
0,0 , 1464,0 , 1, 3147,0 , 0, 7, 21,0 , 0, 0, 2, 68fd1e64, 0a519c5c, 02cf9876, c18be181, b2241560, 7e0ccccf, a23bf8da, 64523cfa, a73ee510, 6aea41c7, 8f4f8f83, 8fe001f4, 8828a59c, b28479f6, 9a6e9a96, 36103458, d4bb7bd8, 3412118d,0 ,0 , e587c466,0 , 93bad2c0, 3b183c5c,0 , 
0, 3, 89, 14, 8, 50, 10, 8, 11, 101, 1, 4,0 , 8, 9a89b36c, 78ccd99e, c658dd74, ca97f951, 25c83c98, 7e0ccccf, df5c2d18, 5b392875, a73ee510, d341fee5, a7b606c4, 855210f5, eae197fd, 07d13a8f, 162f3329, fcc06f9f, e5ba7672, e7e991cb, e3b5ceb7, a458ea53, 784d5c90,0 , 3a171ecb, 3fdb382b, 001f3601, 49d68486
0,0 , 3, 7,0 , 178974,0 , 0, 0, 70,0 , 0,0 ,0 , 05db9164, 8947f767, c586f49f, 88dc8811, 25c83c98, 7e0ccccf, 3527bb7c, 0b153874, 7cc72ec2, 30fdb872, 2b9f131d, 0d627c81, aca10c14, 1adce6ef, ba8b8b16, 0c79c9a2, 27c07bd6, bd17c3da, 21ddcdc9, a458ea53, 8eda1841,0 , 32c7478e, 3fdb382b, 010f6491, 49d68486
0,0 , 1, 425, 14, 7554,0 , 0, 37, 56,0 , 0,0 , 36, 8cf07265, 80e26c9b, 943ba6d3, f922efad, 25c83c98, fe6b92e5, 26a81064, 0b153874, a73ee510, 45a2d21a, 9e511730, d326786e, 04e4a7e0, 1adce6ef, 0f942372, 87acb535, 3486227d, 005c6740, 21ddcdc9, 5840adea, a4b7004c,0 , 3a171ecb, b34f3128, e8b83407, 9904c656
